12;3,4002;28;44
12;0,0257;59;88
12;0,0116;91;132
12;0,0119;121;176
12;0,0103;153;220
12;0,0247;185;264
12;0,0103;217;308
12;0,0108;249;352
12;0,0106;280;396
12;0,0103;312;440
12;0,0098;342;484
12;0,0189;374;528
12;0,012;404;572
12;0,0116;437;616
12;0,0105;467;660
12;0,0105;500;704
12;0,0132;529;748
12;0,0224;557;792
12;0,013;588;836
12;0,0124;616;880
12;0,0132;647;924
12;0,0334;678;968
12;0,0128;709;1012
12;0,0123;738;1056
12;0,0126;769;1100
12;0,0133;798;1144
12;0,0127;826;1188
12;0,0913;857;1232
12;0,0119;889;1276
12;0,0123;919;1320
22;0,0309;989;1420
22;0,0367;1062;1520
22;0,0301;1133;1620
22;0,0281;1205;1720
22;0,0308;1280;1820
22;0,0306;1354;1920
22;0,0304;1430;2020
22;0,031;1505;2120
22;0,028;1581;2220
22;0,0299;1656;2320
22;0,1043;1730;2420
22;0,031;1803;2520
22;0,0264;1878;2620
22;0,0336;1948;2720
22;0,0398;2011;2820
22;0,0506;2084;2920
22;0,0367;2161;3020
22;0,1067;2237;3120
22;0,0302;2308;3220
22;0,0286;2379;3320
22;0,0468;2452;3420
22;0,1414;2526;3520
22;0,0333;2597;3620
22;0,0415;2667;3720
22;0,0292;2743;3820
22;0,0299;2819;3920
22;0,029;2896;4020
22;0,0269;2970;4120
22;0,0323;3044;4220
22;0,0386;3118;4320
32;0,0544;3243;4480
32;0,0463;3365;4640
32;0,1156;3484;4800
32;0,1053;3607;4960
32;0,0608;3732;5120
32;0,0475;3857;5280
32;0,0859;3981;5440
32;0,0521;4101;5600
32;0,0406;4226;5760
32;0,042;4343;5920
32;0,0505;4463;6080
32;0,0583;4583;6240
32;0,0468;4702;6400
32;0,0504;4822;6560
32;0,0394;4945;6720
32;0,0506;5064;6880
32;0,0425;5186;7040
32;0,1156;5301;7200
32;1,4824;5421;7360
32;0,0529;5545;7520
32;0,093;5664;7680
32;0,296;5782;7840
32;0,0444;5904;8000
32;0,0629;6028;8160
32;0,0384;6150;8320
32;0,0487;6275;8480
32;0,0472;6400;8640
32;0,038;6523;8800
32;0,0421;6646;8960
32;0,0445;6767;9120
42;0,0711;6946;9350
42;0,0599;7117;9580
42;0,0787;7294;9810
42;0,0578;7475;10040
42;29,0355;7652;10270
42;0,0452;7835;10500
42;0,0476;8006;10730
42;0,0472;8185;10960
42;0,045;8366;11190
42;0,049;8534;11420
42;0,0472;8709;11650
42;0,0462;8891;11880
42;0,0477;9065;12110
42;0,0463;9243;12340
42;0,0498;9420;12570
42;0,0466;9594;12800
42;0,0468;9770;13030
42;0,0466;9943;13260
42;0,0451;10120;13490
42;0,0447;10292;13720
42;0,0434;10465;13950
42;0,0461;10638;14180
42;0,0449;10822;14410
42;0,0466;10995;14640
42;0,0441;11175;14870
42;0,0474;11355;15100
42;0,0426;11529;15330
42;0,0452;11696;15560
42;0,0469;11871;15790
42;0,0454;12053;16020
52;0,0589;12290;16320
52;0,0953;12523;16620
52;0,0642;12753;16920
52;0,0618;12990;17220
52;0,0601;13222;17520
52;0,0599;13454;17820
52;0,1623;13687;18120
52;0,0607;13919;18420
52;0,0588;14155;18720
52;0,0622;14386;19020
52;0,0607;14619;19320
52;0,0561;14853;19620
52;0,0581;15087;19920
52;0,0564;15325;20220
52;0,0545;15560;20520
